Epoch;Iterations;Time [s];Data;G_GAN;G_L1;D_real;D_fake
95;19968;0.003;0.011;0.233;1.365;0.415;0.057
95;20368;0.003;0.036;0.577;1.759;0.081;0.239
95;20768;0.021;0.040;0.484;1.632;0.160;0.224
95;21168;0.003;0.007;1.353;1.643;0.033;0.189
95;21568;0.003;0.078;0.722;1.957;0.072;0.120
95;21968;0.003;0.030;0.821;1.703;0.051;0.339
95;22368;0.004;0.008;0.351;1.511;0.327;0.051
95;22768;0.013;0.013;0.902;1.763;0.044;0.378
95;23168;0.003;0.007;0.715;1.695;0.039;0.179
95;23568;0.003;0.012;0.507;1.801;0.141;0.151
95;23968;0.003;0.075;1.249;1.858;0.043;0.449
95;24368;0.004;0.006;0.573;1.769;0.199;0.162
95;24768;0.015;0.008;0.425;1.558;0.154;0.148
95;25168;0.003;0.006;0.697;1.930;0.092;0.186
95;25568;0.003;0.054;0.574;2.399;0.085;0.243
95;25968;0.004;0.009;1.088;1.608;0.044;0.245
95;26368;0.003;0.006;0.505;1.716;0.164;0.138
95;26768;0.012;0.007;0.448;1.877;0.179;0.105
95;27168;0.003;0.011;0.606;1.842;0.109;0.120
95;27568;0.003;0.006;0.871;1.704;0.107;0.350
95;27968;0.003;0.013;0.655;1.598;0.090;0.295
95;28368;0.003;0.006;0.342;1.587;0.299;0.076
95;28768;0.012;0.010;0.568;1.697;0.141;0.092
95;29168;0.004;0.007;0.727;2.080;0.115;0.258
95;29568;0.003;0.071;0.336;2.147;0.393;0.095
95;29968;0.003;0.007;0.759;1.936;0.071;0.189
95;30368;0.003;0.008;0.320;1.681;0.283;0.055
95;30768;0.012;0.010;0.667;1.582;0.100;0.115
96;240;0.013;0.009;1.127;1.753;0.038;0.544
96;640;0.003;0.006;0.560;1.717;0.141;0.099
96;1040;0.003;0.086;0.327;1.615;0.505;0.068
96;1440;0.003;0.009;0.476;1.838;0.175;0.154
96;1840;0.026;0.008;0.425;1.621;0.208;0.120
96;2240;0.003;0.006;0.704;1.650;0.069;0.214
96;2640;0.003;0.036;0.293;1.746;0.192;0.041
96;3040;0.003;0.013;0.520;1.882;0.153;0.127
96;3440;0.003;0.006;0.536;1.723;0.193;0.113
96;3840;0.013;0.013;0.480;1.577;0.141;0.137
96;4240;0.003;0.007;0.515;1.693;0.139;0.218
96;4640;0.003;0.008;0.311;1.450;0.269;0.070
96;5040;0.003;0.086;0.793;2.081;0.103;0.225
96;5440;0.003;0.006;0.767;1.928;0.079;0.158
96;5840;0.013;0.010;0.335;1.866;0.385;0.034
96;6240;0.003;0.009;0.627;1.863;0.109;0.113
96;6640;0.003;0.075;0.714;1.596;0.093;0.156
96;7040;0.004;0.006;0.474;1.954;0.210;0.101
96;7440;0.004;0.006;0.315;1.803;0.348;0.039
96;7840;0.013;0.009;0.534;1.455;0.148;0.036
96;8240;0.003;0.015;0.492;1.512;0.371;0.061
96;8640;0.003;0.019;0.719;1.832;0.051;0.210
96;9040;0.004;0.006;0.569;1.614;0.144;0.261
96;9440;0.004;0.010;0.522;1.707;0.156;0.092
96;9840;0.012;0.120;0.286;1.762;0.342;0.061
96;10240;0.004;0.006;0.720;1.724;0.110;0.172
96;10640;0.004;0.006;0.371;1.761;0.311;0.086
96;11040;0.004;0.008;0.825;1.905;0.039;0.184
96;11440;0.003;0.084;0.622;2.022;0.086;0.078
96;11840;0.012;0.008;0.705;1.734;0.116;0.204
96;12240;0.003;0.007;0.199;1.679;0.376;0.057
96;12640;0.003;0.009;0.569;1.720;0.294;0.148
96;13040;0.003;0.023;0.446;1.904;0.171;0.143
96;13440;0.003;0.092;0.426;2.100;0.174;0.141
96;13840;0.013;0.008;0.943;1.781;0.061;0.336
96;14240;0.003;0.007;0.792;1.881;0.074;0.300
96;14640;0.004;0.008;0.740;1.986;0.098;0.156
96;15040;0.003;0.084;0.195;1.701;0.330;0.025
96;15440;0.004;0.007;0.752;1.879;0.103;0.218
96;15840;0.012;0.009;0.459;1.850;0.191;0.062
96;16240;0.003;0.007;0.392;1.488;0.328;0.066
96;16640;0.003;0.070;0.501;1.564;0.154;0.139
96;17040;0.003;0.008;0.734;2.070;0.069;0.155
96;17440;0.003;0.068;0.408;1.561;0.151;0.187
96;17840;0.020;0.006;0.919;1.801;0.042;0.421
96;18240;0.003;0.007;0.611;1.668;0.150;0.096
96;18640;0.003;0.034;0.149;1.871;0.441;0.026
96;19040;0.003;0.016;0.371;1.624;0.131;0.252
96;19440;0.004;0.006;0.424;1.584;0.154;0.169
96;19840;0.012;0.078;0.167;2.256;0.556;0.031
96;20240;0.003;0.010;0.548;1.571;0.127;0.152
96;20640;0.003;0.013;0.927;1.803;0.054;0.384
96;21040;0.003;0.010;0.995;1.773;0.046;0.385
96;21440;0.003;0.011;0.529;1.627;0.104;0.158
96;21840;0.015;0.075;0.748;1.848;0.101;0.180
96;22240;0.003;0.006;0.527;1.914;0.139;0.157
96;22640;0.004;0.012;0.552;1.740;0.156;0.069
96;23040;0.004;0.009;0.516;1.733;0.190;0.056
96;23440;0.004;0.009;0.581;1.518;0.172;0.165
96;23840;0.013;0.086;0.450;1.577;0.360;0.059
96;24240;0.003;0.007;1.182;2.152;0.037;0.286
96;24640;0.004;0.008;0.515;1.925;0.158;0.133
96;25040;0.003;0.084;0.615;1.743;0.119;0.128
96;25440;0.004;0.010;0.471;1.708;0.194;0.045
96;25840;0.012;0.009;0.505;1.704;0.170;0.091
96;26240;0.003;0.007;0.727;1.481;0.070;0.297
96;26640;0.003;0.077;0.595;1.786;0.182;0.124
96;27040;0.003;0.006;0.576;1.877;0.159;0.134
96;27440;0.003;0.009;0.804;1.513;0.037;0.345
96;27840;0.012;0.009;0.430;1.654;0.353;0.062
96;28240;0.003;0.008;0.549;1.472;0.142;0.182
96;28640;0.003;0.012;0.565;1.783;0.205;0.112
96;29040;0.003;0.011;0.868;1.991;0.052;0.224
96;29440;0.003;0.006;0.639;1.789;0.101;0.216
96;29840;0.012;0.014;0.363;1.856;0.340;0.087
96;30240;0.003;0.006;0.430;1.514;0.150;0.170
96;30640;0.003;0.031;0.632;1.680;0.147;0.173
97;112;0.027;0.012;0.271;2.819;0.221;0.032
97;512;0.003;0.009;0.710;1.887;0.080;0.253
97;912;0.013;0.028;0.638;1.573;0.095;0.244
97;1312;0.003;0.006;0.636;1.968;0.121;0.181
97;1712;0.003;0.009;0.551;1.691;0.170;0.128
97;2112;0.003;0.019;0.753;1.605;0.101;0.217
97;2512;0.004;0.008;0.576;2.532;0.089;0.132
97;2912;0.013;0.008;0.816;2.028;0.067;0.300
97;3312;0.003;0.007;0.597;1.725;0.161;0.178
97;3712;0.003;0.083;0.404;1.939;0.265;0.051
97;4112;0.003;0.010;0.496;2.021;0.126;0.095
97;4512;0.004;0.010;0.642;1.693;0.093;0.160
97;4912;0.014;0.012;0.351;1.525;0.503;0.068
97;5312;0.003;0.010;0.540;1.880;0.167;0.077
97;5712;0.003;0.007;0.403;1.598;0.415;0.057
97;6112;0.003;0.013;0.863;1.664;0.055;0.384
97;6512;0.003;0.009;0.856;1.819;0.087;0.232
97;6912;0.012;0.012;0.470;1.798;0.115;0.376
97;7312;0.003;0.006;0.480;1.703;0.149;0.125
97;7712;0.003;0.011;0.564;1.809;0.156;0.132
97;8112;0.004;0.007;0.818;1.772;0.075;0.358
97;8512;0.004;0.006;0.436;1.648;0.193;0.103
97;8912;0.012;0.102;0.587;2.067;0.066;0.278
97;9312;0.003;0.008;0.584;2.114;0.099;0.130
97;9712;0.004;0.010;0.492;1.883;0.142;0.125
97;10112;0.003;0.007;0.794;2.091;0.084;0.173
97;10512;0.003;0.085;0.347;1.845;0.175;0.111
97;10912;0.012;0.069;0.533;1.683;0.131;0.138
97;11312;0.003;0.008;0.860;1.919;0.106;0.189
97;11712;0.003;0.010;0.208;1.985;0.624;0.995
97;12112;0.004;0.009;0.282;1.736;0.242;0.272
97;12512;0.003;0.106;0.266;1.766;0.258;0.264
97;12912;0.022;0.009;0.275;1.949;0.255;0.239
97;13312;0.003;0.010;0.256;1.634;0.222;0.294
97;13712;0.004;0.007;0.280;1.840;0.235;0.258
97;14112;0.003;0.006;0.280;1.790;0.243;0.246
97;14512;0.004;0.006;0.268;1.814;0.284;0.232
97;14912;0.013;0.070;0.269;1.938;0.267;0.232
97;15312;0.004;0.009;0.265;1.888;0.226;0.262
97;15712;0.004;0.006;0.277;1.637;0.233;0.251
97;16112;0.004;0.009;0.275;1.442;0.283;0.222
97;16512;0.003;0.077;0.259;1.568;0.256;0.241
97;16912;0.012;0.006;0.289;2.431;0.250;0.228
97;17312;0.004;0.006;0.248;1.583;0.259;0.239
97;17712;0.004;0.010;0.263;1.620;0.273;0.225
97;18112;0.003;0.090;0.271;1.549;0.260;0.231
97;18512;0.004;0.006;0.279;1.767;0.224;0.250
97;18912;0.013;0.006;0.258;1.740;0.221;0.262
97;19312;0.003;0.007;0.277;1.515;0.250;0.237
97;19712;0.003;0.089;0.262;1.680;0.241;0.257
97;20112;0.004;0.008;0.264;1.305;0.277;0.225
97;20512;0.003;0.008;0.277;1.678;0.230;0.245
97;20912;0.012;0.006;0.269;1.621;0.268;0.220
97;21312;0.003;0.008;0.281;1.652;0.300;0.197
97;21712;0.004;0.006;0.257;1.596;0.263;0.231
97;22112;0.003;0.050;0.280;1.485;0.216;0.277
97;22512;0.004;0.007;0.263;1.668;0.209;0.275
97;22912;0.012;0.086;0.264;1.498;0.242;0.242
97;23312;0.004;0.006;0.286;1.216;0.260;0.210
97;23712;0.004;0.006;0.294;1.629;0.181;0.312
97;24112;0.003;0.010;0.293;1.638;0.236;0.241
97;24512;0.003;0.111;0.305;1.675;0.214;0.267
97;24912;0.014;0.006;0.348;1.716;0.214;0.231
97;25312;0.003;0.006;0.495;1.723;0.177;0.222
97;25712;0.004;0.006;0.314;1.669;0.186;0.253
97;26112;0.004;0.009;0.594;1.842;0.144;0.528
97;26512;0.003;0.092;0.271;1.544;0.280;0.132
97;26912;0.012;0.030;0.523;1.676;0.268;0.068
97;27312;0.004;0.006;0.701;2.060;0.105;0.105
97;27712;0.003;0.007;0.312;1.474;0.391;0.261
97;28112;0.003;0.106;0.267;1.905;0.250;0.231
97;28512;0.004;0.010;0.252;1.584;0.301;0.179
97;28912;0.022;0.009;0.232;1.554;0.318;0.132
97;29312;0.003;0.006;0.704;1.568;0.089;0.198
97;29712;0.003;0.068;0.672;1.903;0.080;0.306
97;30112;0.003;0.006;0.567;1.788;0.182;0.101
97;30512;0.003;0.008;0.645;2.012;0.095;0.191
97;30912;0.011;0.061;0.647;1.830;0.128;0.154
98;384;0.013;0.007;0.826;1.462;0.058;0.239
98;784;0.003;0.008;0.548;1.639;0.097;0.226
98;1184;0.003;0.054;0.768;1.690;0.053;0.158
98;1584;0.004;0.007;0.759;1.500;0.063;0.242
98;1984;0.015;0.007;0.701;1.550;0.189;0.073
98;2384;0.003;0.016;0.677;2.295;0.172;0.111
98;2784;0.004;0.010;0.680;1.737;0.128;0.135
98;3184;0.003;0.006;0.621;1.820;0.203;0.105
98;3584;0.004;0.009;0.926;1.826;0.061;0.229
98;3984;0.012;0.060;0.584;1.791;0.083;0.185
98;4384;0.004;0.007;0.870;1.825;0.081;0.115
98;4784;0.004;0.009;0.924;1.643;0.051;0.319
98;5184;0.003;0.009;1.027;2.123;0.062;0.174
98;5584;0.003;0.098;0.461;1.600;0.211;0.107
98;5984;0.014;0.006;0.401;1.995;0.146;0.196
98;6384;0.004;0.006;0.464;1.542;0.189;0.161
98;6784;0.004;0.011;0.612;2.046;0.080;0.104
98;7184;0.003;0.084;0.614;1.734;0.117;0.093
98;7584;0.004;0.007;0.584;1.441;0.126;0.127
98;7984;0.014;0.010;0.644;1.508;0.113;0.216
98;8384;0.003;0.007;0.537;1.818;0.140;0.123
98;8784;0.003;0.079;0.595;1.617;0.192;0.127
98;9184;0.003;0.006;0.820;1.408;0.041;0.409
98;9584;0.003;0.009;0.498;1.458;0.131;0.213
98;9984;0.024;0.009;0.702;1.461;0.084;0.196
98;10384;0.003;0.008;0.433;1.505;0.235;0.088
98;10784;0.003;0.029;0.722;1.622;0.088;0.189
98;11184;0.003;0.049;0.181;1.602;0.432;0.034
98;11584;0.003;0.007;0.613;1.690;0.055;0.330
98;11984;0.013;0.006;0.649;1.567;0.127;0.078
98;12384;0.003;0.012;0.767;1.956;0.072;0.243
98;12784;0.003;0.085;0.553;1.736;0.074;0.211
98;13184;0.004;0.006;0.689;1.912;0.093;0.120
98;13584;0.003;0.010;0.304;1.800;0.175;0.323
98;13984;0.015;0.012;0.320;2.077;0.182;0.125
98;14384;0.003;0.011;0.608;1.454;0.109;0.272
98;14784;0.003;0.006;0.508;1.733;0.202;0.092
98;15184;0.004;0.006;0.635;1.721;0.127;0.150
98;15584;0.003;0.010;0.530;1.584;0.159;0.163
98;15984;0.013;0.049;0.468;2.311;0.168;0.109
98;16384;0.003;0.006;0.616;1.722;0.152;0.071
98;16784;0.004;0.007;0.485;1.756;0.148;0.078
98;17184;0.004;0.033;0.554;1.855;0.094;0.257
98;17584;0.003;0.055;0.648;1.630;0.091;0.260
98;17984;0.013;0.026;0.621;1.792;0.089;0.191
98;18384;0.004;0.006;0.523;2.007;0.144;0.112
98;18784;0.003;0.012;0.253;2.239;0.266;0.051
98;19184;0.003;0.090;0.421;1.811;0.090;0.293
98;19584;0.004;0.008;0.562;1.574;0.155;0.156
98;19984;0.014;0.007;0.655;1.911;0.120;0.175
98;20384;0.003;0.007;0.353;1.745;0.398;0.035
98;20784;0.003;0.040;0.458;2.187;0.108;0.178
98;21184;0.003;0.012;0.709;1.911;0.053;0.207
98;21584;0.003;0.009;0.653;1.755;0.098;0.157
98;21984;0.015;0.026;0.443;1.677;0.187;0.129
98;22384;0.004;0.011;0.412;1.818;0.205;0.183
98;22784;0.003;0.099;0.994;1.767;0.042;0.234
98;23184;0.004;0.007;0.482;1.591;0.118;0.069
98;23584;0.004;0.006;0.598;1.863;0.156;0.112
98;23984;0.014;0.006;0.411;1.830;0.201;0.129
98;24384;0.003;0.011;0.557;1.863;0.106;0.239
98;24784;0.003;0.006;0.676;1.636;0.085;0.196
98;25184;0.004;0.008;0.328;2.138;0.218;0.118
98;25584;0.003;0.010;0.704;1.921;0.109;0.141
98;25984;0.024;0.058;0.606;1.708;0.144;0.122
98;26384;0.003;0.007;0.677;1.958;0.118;0.066
98;26784;0.003;0.074;0.924;1.767;0.088;0.173
98;27184;0.003;0.007;0.285;1.706;0.269;0.048
98;27584;0.003;0.007;0.623;2.012;0.067;0.263
98;27984;0.013;0.010;0.474;1.882;0.217;0.067
98;28384;0.003;0.009;0.503;2.781;0.316;0.034
98;28784;0.004;0.010;1.025;2.023;0.065;0.290
98;29184;0.003;0.038;0.630;1.730;0.079;0.295
98;29584;0.003;0.006;0.632;2.051;0.114;0.077
98;29984;0.013;0.010;0.686;1.708;0.076;0.219
98;30384;0.003;0.007;0.574;1.622;0.145;0.101
98;30784;0.003;0.011;0.571;1.462;0.158;0.176
99;256;0.014;0.027;0.500;1.927;0.069;0.338
99;656;0.003;0.011;0.842;1.755;0.069;0.264
99;1056;0.013;0.008;0.584;1.802;0.116;0.230
99;1456;0.004;0.008;0.427;1.775;0.400;0.059
99;1856;0.004;0.006;0.895;2.341;0.075;0.261
99;2256;0.003;0.011;0.456;1.917;0.153;0.089
99;2656;0.003;0.059;0.663;1.746;0.076;0.296
99;3056;0.013;0.008;0.598;1.392;0.123;0.162
99;3456;0.004;0.006;0.424;1.739;0.200;0.083
99;3856;0.003;0.007;0.689;1.972;0.094;0.216
99;4256;0.004;0.008;0.436;1.712;0.275;0.042
99;4656;0.003;0.101;0.395;1.741;0.149;0.127
99;5056;0.012;0.008;0.419;1.671;0.239;0.094
99;5456;0.004;0.007;0.568;1.862;0.110;0.137
99;5856;0.003;0.009;0.967;1.868;0.079;0.231
99;6256;0.003;0.090;0.690;1.960;0.081;0.182
99;6656;0.004;0.009;0.676;1.732;0.065;0.281
99;7056;0.014;0.006;0.473;1.607;0.168;0.180
99;7456;0.004;0.007;0.611;1.967;0.080;0.224
99;7856;0.003;0.008;0.870;1.699;0.079;0.210
99;8256;0.003;0.064;0.346;1.794;0.254;0.095
99;8656;0.004;0.011;0.448;1.518;0.215;0.082
99;9056;0.013;0.006;0.716;2.042;0.106;0.194
99;9456;0.003;0.009;0.350;1.899;0.148;0.096
99;9856;0.003;0.008;0.398;1.770;0.205;0.089
99;10256;0.004;0.011;0.500;1.679;0.102;0.311
99;10656;0.003;0.071;0.648;1.599;0.132;0.327
99;11056;0.013;0.006;0.765;1.759;0.101;0.141
99;11456;0.003;0.011;0.479;1.919;0.145;0.100
99;11856;0.003;0.007;0.425;1.782;0.210;0.144
99;12256;0.003;0.084;0.401;1.784;0.199;0.074
99;12656;0.003;0.009;0.292;1.796;0.639;0.031
99;13056;0.012;0.064;0.428;1.630;0.105;0.182
99;13456;0.004;0.007;0.518;1.700;0.126;0.156
99;13856;0.003;0.007;0.517;1.750;0.148;0.090
99;14256;0.003;0.014;0.849;2.057;0.057;0.309
99;14656;0.003;0.048;0.731;1.930;0.093;0.162
99;15056;0.013;0.007;0.358;2.140;0.299;0.045
99;15456;0.003;0.012;0.394;1.767;0.167;0.112
99;15856;0.003;0.013;0.448;1.608;0.136;0.149
99;16256;0.003;0.090;0.547;1.685;0.144;0.193
99;16656;0.003;0.010;1.005;1.826;0.046;0.345
99;17056;0.013;0.007;0.426;1.697;0.300;0.046
99;17456;0.003;0.006;0.460;1.561;0.180;0.095
99;17856;0.003;0.064;0.516;1.956;0.140;0.175
99;18256;0.004;0.006;0.773;1.664;0.058;0.313
99;18656;0.004;0.006;1.035;1.736;0.062;0.314
99;19056;0.014;0.013;0.739;1.644;0.073;0.180
99;19456;0.003;0.010;0.844;1.893;0.051;0.243
99;19856;0.003;0.006;0.618;1.600;0.088;0.209
99;20256;0.004;0.006;0.300;1.608;0.417;0.035
99;20656;0.004;0.010;0.688;1.783;0.069;0.235
99;21056;0.013;0.076;0.533;1.783;0.180;0.079
99;21456;0.003;0.009;0.586;1.658;0.129;0.129
99;21856;0.003;0.090;0.453;1.805;0.203;0.083
99;22256;0.003;0.011;0.293;1.594;0.411;0.076
99;22656;0.003;0.007;0.443;1.712;0.253;0.080
99;23056;0.021;0.079;0.549;1.872;0.196;0.323
99;23456;0.003;0.006;0.695;1.700;0.102;0.167
99;23856;0.004;0.010;0.609;1.889;0.134;0.100
99;24256;0.004;0.006;0.732;1.584;0.137;0.073
99;24656;0.003;0.008;0.375;1.819;0.128;0.171
99;25056;0.012;0.058;0.525;1.544;0.156;0.230
99;25456;0.004;0.006;0.468;1.854;0.123;0.254
99;25856;0.003;0.006;0.459;1.591;0.217;0.114
99;26256;0.004;0.011;0.951;1.699;0.058;0.333
99;26656;0.003;0.085;0.307;1.642;0.282;0.052
99;27056;0.014;0.009;0.574;1.614;0.176;0.064
99;27456;0.003;0.007;0.548;1.434;0.189;0.099
99;27856;0.004;0.007;0.383;1.796;0.177;0.045
99;28256;0.003;0.109;0.714;1.947;0.082;0.231
99;28656;0.004;0.006;1.008;1.914;0.063;0.309
99;29056;0.013;0.006;0.408;1.863;0.188;0.065
99;29456;0.003;0.006;0.285;1.738;0.374;0.027
99;29856;0.004;0.008;0.334;1.731;0.239;0.120
99;30256;0.003;0.007;0.521;2.423;0.147;0.181
99;30656;0.003;0.008;0.479;1.793;0.152;0.142
100;128;0.015;0.011;0.552;1.752;0.150;0.068
100;528;0.003;0.012;0.542;2.319;0.124;0.220
100;928;0.003;0.006;0.604;1.595;0.095;0.127
100;1328;0.004;0.010;0.669;1.589;0.082;0.286
100;1728;0.004;0.010;0.718;1.668;0.109;0.146
100;2128;0.013;0.078;0.607;1.614;0.157;0.124
100;2528;0.004;0.008;0.480;1.668;0.163;0.148
100;2928;0.003;0.011;0.640;1.711;0.173;0.114
100;3328;0.003;0.006;0.497;1.892;0.191;0.068
100;3728;0.003;0.029;0.540;2.032;0.214;0.107
100;4128;0.014;0.010;0.576;1.661;0.101;0.234
100;4528;0.003;0.008;0.503;1.374;0.193;0.049
100;4928;0.004;0.006;0.571;1.716;0.221;0.108
100;5328;0.004;0.006;0.437;1.870;0.189;0.140
100;5728;0.004;0.007;0.723;1.576;0.118;0.089
100;6128;0.027;0.080;0.541;1.740;0.101;0.194
100;6528;0.003;0.006;0.546;1.915;0.224;0.106
100;6928;0.003;0.009;0.772;1.562;0.058;0.268
100;7328;0.004;0.010;0.398;1.809;0.338;0.030
100;7728;0.003;0.011;0.326;2.146;0.169;0.053
100;8128;0.015;0.013;0.562;1.749;0.129;0.165
100;8528;0.003;0.009;0.542;1.521;0.119;0.270
100;8928;0.004;0.006;0.455;1.639;0.338;0.050
100;9328;0.003;0.009;0.485;1.719;0.166;0.174
100;9728;0.003;0.006;0.493;2.091;0.234;0.100
100;10128;0.011;0.066;0.558;1.585;0.226;0.102
100;10528;0.003;0.006;0.479;1.764;0.236;0.065
100;10928;0.004;0.010;0.570;1.579;0.112;0.271
100;11328;0.003;0.011;0.401;1.498;0.321;0.058
100;11728;0.003;0.082;0.375;2.328;0.301;0.046
100;12128;0.014;0.010;0.486;1.738;0.154;0.119
100;12528;0.004;0.006;0.831;2.269;0.045;0.181
100;12928;0.003;0.011;0.536;1.623;0.125;0.254
100;13328;0.003;0.074;0.328;1.450;0.367;0.059
100;13728;0.003;0.006;0.436;1.832;0.201;0.069
100;14128;0.013;0.006;0.313;1.722;0.181;0.129
100;14528;0.003;0.009;0.362;1.614;0.228;0.078
100;14928;0.003;0.061;0.609;1.666;0.158;0.119
100;15328;0.004;0.006;1.256;2.037;0.073;0.335
100;15728;0.004;0.006;0.750;1.902;0.127;0.136
100;16128;0.013;0.073;0.519;1.659;0.186;0.092
100;16528;0.004;0.008;0.611;1.943;0.116;0.066
100;16928;0.003;0.008;1.155;1.551;0.063;0.287
100;17328;0.003;0.010;0.633;1.880;0.044;0.246
100;17728;0.003;0.080;0.578;1.732;0.144;0.223
100;18128;0.012;0.006;0.597;1.731;0.118;0.224
100;18528;0.004;0.007;0.540;1.708;0.159;0.052
100;18928;0.003;0.011;0.500;1.828;0.160;0.102
100;19328;0.003;0.058;0.776;1.749;0.089;0.237
100;19728;0.003;0.011;0.516;1.719;0.112;0.200
100;20128;0.023;0.007;0.295;2.185;0.476;0.036
100;20528;0.003;0.008;0.581;1.954;0.129;0.096
100;20928;0.003;0.008;0.929;1.788;0.088;0.211
100;21328;0.003;0.078;0.412;1.963;0.208;0.053
100;21728;0.004;0.011;0.444;1.616;0.181;0.067
100;22128;0.013;0.070;1.295;2.011;0.035;0.285
100;22528;0.003;0.007;0.626;1.973;0.155;0.180
100;22928;0.003;0.029;0.626;1.728;0.137;0.132
100;23328;0.003;0.009;0.274;1.846;0.400;0.034
100;23728;0.003;0.063;0.655;1.675;0.102;0.166
100;24128;0.013;0.008;1.133;2.100;0.042;0.459
100;24528;0.003;0.010;0.484;1.802;0.128;0.096
100;24928;0.003;0.010;1.010;1.739;0.057;0.420
100;25328;0.003;0.067;0.524;1.718;0.133;0.166
100;25728;0.004;0.007;0.704;2.252;0.106;0.166
100;26128;0.012;0.007;0.528;2.050;0.136;0.120
100;26528;0.004;0.006;0.652;1.816;0.093;0.191
100;26928;0.003;0.106;0.633;1.708;0.112;0.199
100;27328;0.003;0.006;0.691;1.643;0.100;0.160
100;27728;0.004;0.006;0.528;1.728;0.171;0.106
100;28128;0.013;0.010;0.687;1.652;0.057;0.250
100;28528;0.003;0.009;0.749;1.724;0.150;0.139
100;28928;0.003;0.008;0.416;1.667;0.246;0.052
100;29328;0.004;0.006;0.650;1.717;0.139;0.136
100;29728;0.003;0.008;0.243;1.823;0.253;0.061
100;30128;0.012;0.015;0.437;1.744;0.140;0.101
100;30528;0.003;0.009;0.924;1.656;0.048;0.115
100;30928;0.004;0.006;0.549;1.770;0.176;0.076
101;400;0.014;0.919;0.327;1.801;0.186;0.115
101;800;0.004;0.006;0.427;1.533;0.263;0.051
101;1200;0.024;0.093;0.847;1.832;0.054;0.364
101;1600;0.003;0.007;0.752;1.574;0.107;0.188
101;2000;0.004;0.006;0.493;1.861;0.281;0.036
101;2400;0.004;0.007;0.579;1.801;0.169;0.032
101;2800;0.003;0.134;0.742;2.209;0.068;0.187
101;3200;0.014;0.009;0.666;1.863;0.117;0.157
101;3600;0.004;0.006;0.568;1.718;0.195;0.037
101;4000;0.004;0.006;0.579;1.996;0.072;0.269
101;4400;0.003;0.114;0.514;1.719;0.117;0.152
101;4800;0.004;0.007;0.225;1.571;0.337;0.033
101;5200;0.015;0.010;0.430;1.504;0.374;0.030
101;5600;0.004;0.006;0.360;1.647;0.163;0.053
101;6000;0.003;0.099;1.049;1.815;0.049;0.143
101;6400;0.003;0.006;0.502;1.769;0.262;0.033
101;6800;0.004;0.006;0.662;1.698;0.064;0.357
101;7200;0.012;0.071;0.713;1.898;0.090;0.207
101;7600;0.003;0.006;0.411;1.630;0.241;0.060
101;8000;0.003;0.014;0.385;1.836;0.230;0.099
101;8400;0.004;0.026;1.145;1.680;0.048;0.398
101;8800;0.004;0.008;0.437;1.485;0.206;0.139
101;9200;0.012;0.049;0.796;1.868;0.078;0.177
101;9600;0.004;0.011;0.766;2.061;0.108;0.164
101;10000;0.003;0.056;0.792;1.459;0.039;0.655
101;10400;0.003;0.010;0.632;1.818;0.090;0.201
101;10800;0.003;0.030;0.473;2.192;0.144;0.106
101;11200;0.014;0.012;0.550;1.588;0.127;0.148
101;11600;0.003;0.009;0.870;1.870;0.043;0.359
101;12000;0.003;0.008;0.623;2.326;0.115;0.105
101;12400;0.004;0.007;0.639;1.739;0.133;0.821
101;12800;0.004;0.035;0.267;1.674;0.257;0.233
101;13200;0.014;0.008;0.280;1.676;0.239;0.235
101;13600;0.003;0.013;0.269;1.524;0.251;0.223
101;14000;0.003;0.011;0.297;1.709;0.248;0.222
101;14400;0.004;0.010;0.316;1.738;0.223;0.217
101;14800;0.004;0.007;0.443;1.826;0.146;0.240
101;15200;0.014;0.008;0.306;1.520;0.289;0.178
101;15600;0.003;0.009;0.582;1.951;0.093;0.383
101;16000;0.003;0.007;0.485;2.777;0.262;0.119
101;16400;0.004;0.010;0.688;1.704;0.047;0.430
101;16800;0.004;0.014;0.508;1.705;0.078;0.320
101;17200;0.021;0.119;0.595;2.041;0.116;0.201
101;17600;0.004;0.008;0.606;1.762;0.102;0.186
101;18000;0.003;0.100;1.087;2.060;0.049;0.312
101;18400;0.003;0.010;0.334;1.567;0.306;0.039
101;18800;0.003;0.007;0.557;1.797;0.124;0.084
101;19200;0.014;0.006;0.537;1.665;0.237;0.054
101;19600;0.003;0.011;0.936;1.624;0.045;0.190
101;20000;0.004;0.007;0.489;1.549;0.173;0.134
101;20400;0.003;0.006;0.672;1.678;0.098;0.081
101;20800;0.004;0.006;1.047;2.340;0.102;0.241
101;21200;0.012;0.098;0.466;1.585;0.246;0.054
101;21600;0.004;0.006;0.489;1.662;0.189;0.155
101;22000;0.003;0.022;0.509;1.686;0.138;0.070
101;22400;0.004;0.010;0.459;1.671;0.219;0.070
101;22800;0.003;0.008;0.669;1.680;0.103;0.217
101;23200;0.014;0.006;0.575;2.108;0.092;0.242
101;23600;0.003;0.010;0.755;1.490;0.078;0.156
101;24000;0.004;0.006;0.269;1.625;0.316;0.187
101;24400;0.004;0.008;0.294;1.776;0.231;0.231
101;24800;0.003;0.008;0.281;1.647;0.207;0.231
101;25200;0.013;0.019;0.424;1.518;0.197;0.068
101;25600;0.004;0.008;0.621;1.700;0.156;0.180
101;26000;0.004;0.007;0.532;1.811;0.147;0.145
101;26400;0.003;0.092;0.505;1.763;0.196;0.131
