Epoch;Iterations;Time [s];Data;G_GAN;G_L1;D_real;D_fake
101;26800;0.004;0.006;0.575;1.931;0.108;0.147
101;27200;0.015;0.007;0.363;1.785;0.185;0.100
101;27600;0.003;0.006;0.439;1.459;0.291;0.120
101;28000;0.003;0.008;0.415;1.684;0.222;0.046
101;28400;0.004;0.046;0.548;1.836;0.123;0.143
101;28800;0.004;0.007;0.776;2.653;0.095;0.232
101;29200;0.012;0.078;0.724;1.789;0.127;0.192
101;29600;0.003;0.009;0.601;1.920;0.094;0.247
101;30000;0.003;0.010;0.349;1.927;0.213;0.030
101;30400;0.003;0.010;0.558;1.422;0.154;0.071
101;30800;0.003;0.063;0.657;1.986;0.107;0.156
102;272;0.025;0.006;0.415;1.715;0.229;0.045
102;672;0.003;0.008;0.502;1.722;0.117;0.254
102;1072;0.004;0.008;0.185;1.751;0.348;0.056
102;1472;0.004;0.006;0.541;1.790;0.233;0.089
102;1872;0.004;0.007;0.420;1.590;0.200;0.165
102;2272;0.014;0.009;0.961;2.005;0.040;0.317
102;2672;0.003;0.011;0.487;1.421;0.101;0.181
102;3072;0.003;0.010;0.457;1.768;0.143;0.078
102;3472;0.003;0.012;0.492;1.905;0.136;0.128
102;3872;0.004;0.008;0.778;1.790;0.047;0.206
102;4272;0.013;0.012;0.803;1.544;0.053;0.259
102;4672;0.003;0.010;0.366;2.057;0.246;0.032
102;5072;0.004;0.008;0.481;1.851;0.109;0.170
102;5472;0.004;0.009;0.905;1.559;0.057;0.155
102;5872;0.004;0.008;0.619;1.798;0.098;0.162
102;6272;0.012;0.133;0.526;1.892;0.153;0.132
102;6672;0.004;0.006;0.662;2.293;0.191;0.133
102;7072;0.003;0.065;0.629;1.714;0.217;0.146
102;7472;0.004;0.006;0.679;2.209;0.077;0.230
102;7872;0.004;0.009;0.376;1.827;0.234;0.079
102;8272;0.013;0.010;0.383;1.870;0.161;0.150
102;8672;0.003;0.009;0.625;1.458;0.071;0.451
102;9072;0.003;0.010;0.624;1.590;0.070;0.314
102;9472;0.004;0.006;0.763;1.781;0.071;0.192
102;9872;0.003;0.013;0.697;1.684;0.098;0.195
102;10272;0.014;0.008;0.460;1.715;0.219;0.081
102;10672;0.003;0.010;0.308;1.644;0.212;0.049
102;11072;0.003;0.010;0.390;1.671;0.185;0.142
102;11472;0.004;0.009;0.866;1.858;0.094;0.228
102;11872;0.004;0.007;0.520;1.623;0.159;0.143
102;12272;0.012;0.066;0.688;1.478;0.088;0.275
102;12672;0.004;0.006;0.796;1.941;0.077;0.231
102;13072;0.004;0.006;0.825;1.789;0.075;0.211
102;13472;0.004;0.008;0.546;1.511;0.216;0.088
102;13872;0.003;0.103;0.407;1.792;0.363;0.044
102;14272;0.022;0.007;0.456;1.691;0.168;0.153
102;14672;0.003;0.006;0.699;1.611;0.143;0.147
102;15072;0.004;0.007;0.540;1.763;0.195;0.045
102;15472;0.003;0.106;0.613;1.599;0.126;0.178
102;15872;0.004;0.007;0.484;1.807;0.119;0.282
102;16272;0.013;0.006;0.302;2.225;0.678;0.077
102;16672;0.003;0.009;0.674;1.776;0.102;0.238
102;17072;0.003;0.014;0.417;1.704;0.186;0.081
102;17472;0.003;0.082;0.439;1.773;0.186;0.127
102;17872;0.003;0.042;0.624;1.558;0.191;0.115
102;18272;0.013;0.073;0.724;1.858;0.120;0.157
102;18672;0.004;0.006;0.458;1.752;0.214;0.071
102;19072;0.003;0.081;0.537;1.546;0.190;0.098
102;19472;0.003;0.007;0.564;1.954;0.174;0.058
102;19872;0.003;0.009;0.440;1.802;0.388;0.061
102;20272;0.014;0.010;0.394;1.706;0.198;0.082
102;20672;0.003;0.012;0.543;1.541;0.176;0.139
102;21072;0.003;0.010;0.336;1.676;0.291;0.032
102;21472;0.003;0.010;0.441;2.087;0.162;0.137
102;21872;0.004;0.006;0.434;1.887;0.167;0.154
102;22272;0.015;0.069;0.260;1.948;0.404;0.052
102;22672;0.003;0.007;0.324;1.832;0.302;0.033
102;23072;0.003;0.010;0.906;1.685;0.092;0.331
102;23472;0.003;0.007;0.530;1.936;0.114;0.191
102;23872;0.003;0.013;0.283;1.621;0.211;0.111
102;24272;0.014;0.059;0.270;1.730;0.255;0.260
102;24672;0.003;0.007;0.284;1.604;0.256;0.257
102;25072;0.004;0.009;0.274;1.561;0.271;0.231
102;25472;0.003;0.007;0.264;1.737;0.241;0.250
102;25872;0.003;0.112;0.278;1.453;0.262;0.229
102;26272;0.013;0.008;0.273;1.642;0.255;0.239
102;26672;0.003;0.006;0.260;1.602;0.233;0.262
102;27072;0.003;0.084;0.261;1.512;0.247;0.249
102;27472;0.003;0.009;0.268;1.570;0.246;0.244
102;27872;0.003;0.008;0.253;1.808;0.225;0.266
102;28272;0.022;0.079;0.272;2.246;0.259;0.233
102;28672;0.003;0.008;0.273;1.772;0.274;0.217
102;29072;0.003;0.030;0.266;1.664;0.210;0.278
102;29472;0.003;0.011;0.277;1.577;0.239;0.242
102;29872;0.004;0.008;0.261;1.858;0.211;0.284
102;30272;0.014;0.042;0.274;1.519;0.264;0.224
102;30672;0.003;0.009;0.260;1.705;0.226;0.265
103;144;0.013;0.008;0.271;1.518;0.269;0.228
103;544;0.003;0.006;0.269;1.868;0.246;0.237
103;944;0.003;0.006;0.272;2.260;0.239;0.239
103;1344;0.015;0.007;0.275;2.291;0.262;0.225
103;1744;0.003;0.009;0.249;1.514;0.244;0.246
103;2144;0.004;0.006;0.274;1.602;0.256;0.236
103;2544;0.003;0.006;0.263;1.403;0.265;0.231
103;2944;0.004;0.010;0.277;1.512;0.247;0.242
103;3344;0.012;0.093;0.253;1.731;0.219;0.282
103;3744;0.004;0.007;0.252;1.365;0.252;0.245
103;4144;0.004;0.008;0.264;1.831;0.239;0.246
103;4544;0.004;0.010;0.261;1.297;0.273;0.231
103;4944;0.003;0.068;0.269;1.645;0.218;0.281
103;5344;0.014;0.006;0.278;1.825;0.243;0.242
103;5744;0.003;0.006;0.260;1.486;0.253;0.243
103;6144;0.003;0.008;0.282;1.506;0.249;0.239
103;6544;0.003;0.007;0.249;1.449;0.229;0.269
103;6944;0.003;0.007;0.281;1.705;0.243;0.255
103;7344;0.015;0.009;0.258;1.772;0.238;0.247
103;7744;0.003;0.010;0.267;1.646;0.256;0.235
103;8144;0.003;0.007;0.263;1.601;0.254;0.241
103;8544;0.003;0.010;0.263;1.769;0.221;0.274
103;8944;0.003;0.011;0.261;1.652;0.243;0.247
103;9344;0.026;0.010;0.257;1.236;0.236;0.254
103;9744;0.003;0.007;0.251;1.626;0.258;0.231
103;10144;0.003;0.006;0.277;1.673;0.224;0.259
103;10544;0.003;0.007;0.260;1.601;0.250;0.241
103;10944;0.003;0.008;0.267;1.645;0.200;0.292
103;11344;0.016;0.010;0.238;1.717;0.250;0.234
103;11744;0.003;0.017;0.258;1.619;0.242;0.258
103;12144;0.004;0.006;0.253;1.729;0.257;0.226
103;12544;0.004;0.006;0.259;1.661;0.279;0.222
103;12944;0.004;0.008;0.269;1.763;0.226;0.253
103;13344;0.012;0.087;0.257;1.576;0.236;0.256
103;13744;0.003;0.010;0.262;1.558;0.269;0.218
103;14144;0.004;0.006;0.269;1.713;0.291;0.197
103;14544;0.003;0.006;0.270;1.611;0.249;0.248
103;14944;0.003;0.063;0.245;1.278;0.276;0.231
103;15344;0.015;0.006;0.280;1.739;0.236;0.247
103;15744;0.004;0.006;0.286;1.669;0.207;0.286
103;16144;0.003;0.095;0.253;1.813;0.259;0.222
103;16544;0.003;0.009;0.273;1.527;0.232;0.259
103;16944;0.004;0.010;0.283;1.681;0.239;0.255
103;17344;0.014;0.006;0.268;1.648;0.257;0.230
103;17744;0.003;0.013;0.253;1.426;0.306;0.198
103;18144;0.004;0.006;0.258;2.298;0.234;0.251
103;18544;0.004;0.006;0.281;1.417;0.294;0.196
103;18944;0.004;0.006;0.249;1.418;0.213;0.272
103;19344;0.014;0.057;0.251;1.726;0.221;0.265
103;19744;0.003;0.010;0.271;1.497;0.264;0.214
103;20144;0.003;0.009;0.263;1.562;0.271;0.215
103;20544;0.003;0.008;0.266;1.466;0.222;0.275
103;20944;0.003;0.048;0.271;1.616;0.234;0.247
103;21344;0.014;0.009;0.251;1.440;0.266;0.231
103;21744;0.003;0.007;0.261;1.677;0.253;0.235
103;22144;0.004;0.007;0.281;1.545;0.218;0.268
103;22544;0.003;0.077;0.239;1.472;0.246;0.245
103;22944;0.003;0.097;0.268;1.389;0.265;0.226
103;23344;0.022;0.010;0.275;1.700;0.194;0.292
103;23744;0.003;0.008;0.286;1.654;0.206;0.272
103;24144;0.004;0.012;0.291;1.413;0.201;0.291
103;24544;0.004;0.008;0.263;1.524;0.245;0.250
103;24944;0.004;0.006;0.262;1.426;0.274;0.228
103;25344;0.014;0.012;0.269;1.419;0.248;0.252
103;25744;0.003;0.007;0.267;1.367;0.245;0.245
103;26144;0.003;0.014;0.298;1.799;0.187;0.283
103;26544;0.003;0.010;0.290;1.634;0.212;0.287
103;26944;0.004;0.007;0.265;1.821;0.257;0.228
103;27344;0.015;0.023;0.253;1.657;0.257;0.232
103;27744;0.003;0.012;0.311;1.731;0.208;0.275
103;28144;0.003;0.011;0.276;1.541;0.243;0.242
103;28544;0.003;0.065;0.222;1.583;0.240;0.258
103;28944;0.004;0.007;0.260;1.647;0.260;0.227
103;29344;0.012;0.014;0.255;1.439;0.268;0.233
103;29744;0.004;0.006;0.307;1.660;0.307;0.206
103;30144;0.003;0.098;0.247;1.357;0.255;0.241
103;30544;0.003;0.006;0.280;1.608;0.253;0.233
104;16;0.015;0.009;0.267;1.360;0.211;0.273
104;416;0.015;0.006;0.257;1.380;0.264;0.228
104;816;0.004;0.009;0.278;1.583;0.228;0.251
104;1216;0.004;0.006;0.346;1.903;0.175;0.310
104;1616;0.004;0.078;0.273;1.754;0.246;0.233
104;2016;0.004;0.006;0.241;1.870;0.251;0.216
104;2416;0.012;0.090;0.252;2.118;0.257;0.232
104;2816;0.004;0.006;0.266;1.597;0.249;0.279
104;3216;0.004;0.009;0.259;1.341;0.280;0.207
104;3616;0.004;0.006;0.295;1.420;0.220;0.276
104;4016;0.003;0.069;0.319;1.721;0.187;0.284
104;4416;0.027;0.006;0.280;1.641;0.223;0.263
104;4816;0.003;0.006;0.272;1.544;0.257;0.230
104;5216;0.003;0.034;0.270;1.815;0.287;0.200
104;5616;0.004;0.008;0.320;1.618;0.176;0.302
104;6016;0.003;0.006;0.287;1.727;0.266;0.208
104;6416;0.015;0.009;0.204;1.448;0.292;0.190
104;6816;0.003;0.016;0.306;1.681;0.179;0.309
104;7216;0.004;0.008;0.304;1.399;0.198;0.295
104;7616;0.004;0.007;0.358;1.675;0.166;0.319
104;8016;0.003;0.007;0.273;1.599;0.242;0.230
104;8416;0.016;0.077;0.311;1.607;0.260;0.227
104;8816;0.003;0.009;0.250;1.631;0.314;0.175
104;9216;0.003;0.010;0.270;1.516;0.237;0.224
104;9616;0.004;0.012;0.264;1.500;0.205;0.303
104;10016;0.003;0.008;0.316;1.698;0.218;0.255
104;10416;0.013;0.010;0.406;1.743;0.131;0.355
104;10816;0.003;0.009;0.276;1.675;0.309;0.337
104;11216;0.003;0.008;0.253;1.684;0.245;0.257
104;11616;0.003;0.034;0.277;1.589;0.257;0.237
104;12016;0.003;0.006;0.274;1.646;0.238;0.254
104;12416;0.014;0.065;0.283;1.725;0.219;0.269
104;12816;0.003;0.011;0.286;1.347;0.269;0.222
104;13216;0.004;0.021;0.278;1.614;0.257;0.226
104;13616;0.004;0.006;0.272;1.719;0.238;0.248
104;14016;0.003;0.007;0.272;1.639;0.219;0.254
104;14416;0.013;0.041;0.274;1.355;0.265;0.223
104;14816;0.003;0.008;0.264;1.353;0.231;0.264
104;15216;0.004;0.011;0.262;1.620;0.251;0.241
104;15616;0.004;0.007;0.278;2.055;0.264;0.226
104;16016;0.003;0.077;0.288;1.538;0.240;0.235
104;16416;0.013;0.008;0.267;1.802;0.233;0.259
104;16816;0.003;0.010;0.293;1.573;0.199;0.270
104;17216;0.003;0.007;0.245;1.954;0.266;0.209
104;17616;0.003;0.099;0.267;1.660;0.231;0.228
104;18016;0.003;0.007;0.256;1.430;0.247;0.238
104;18416;0.023;0.009;0.281;2.142;0.214;0.255
104;18816;0.004;0.006;0.291;2.171;0.225;0.238
104;19216;0.004;0.103;0.292;1.780;0.280;0.182
104;19616;0.003;0.008;0.306;1.910;0.195;0.255
104;20016;0.003;0.100;0.291;1.502;0.268;0.184
104;20416;0.014;0.011;0.481;2.097;0.273;0.175
104;20816;0.004;0.010;0.497;1.470;0.120;0.328
104;21216;0.004;0.009;0.326;1.564;0.185;0.276
104;21616;0.003;0.053;0.234;1.856;0.328;0.153
104;22016;0.003;0.009;0.192;1.622;0.473;0.079
104;22416;0.014;0.006;0.627;1.542;0.151;0.138
104;22816;0.003;0.007;0.269;1.687;0.254;0.186
104;23216;0.003;0.092;0.482;1.533;0.216;0.107
104;23616;0.003;0.007;0.296;1.517;1.157;0.105
104;24016;0.004;0.008;0.326;1.888;0.200;0.267
104;24416;0.014;0.006;0.553;1.734;0.135;0.283
104;24816;0.003;0.011;0.608;1.692;0.266;0.070
104;25216;0.003;0.053;0.543;1.657;0.398;0.076
104;25616;0.003;0.011;0.516;1.541;0.126;0.151
104;26016;0.003;0.008;0.680;1.939;0.124;0.120
104;26416;0.014;0.006;0.514;1.767;0.071;0.132
104;26816;0.003;0.007;0.622;1.466;0.065;0.213
104;27216;0.003;0.086;0.513;1.711;0.149;0.050
104;27616;0.003;0.010;0.543;1.836;0.028;0.071
104;28016;0.004;0.007;0.459;1.623;0.282;0.087
104;28416;0.013;0.007;0.478;1.668;0.173;0.114
104;28816;0.003;0.016;0.563;1.708;0.362;0.047
104;29216;0.003;0.039;0.431;1.543;0.264;0.090
104;29616;0.004;0.009;0.479;1.530;0.178;0.111
104;30016;0.003;0.100;0.392;1.524;0.184;0.092
104;30416;0.014;0.012;0.854;1.550;0.085;0.207
104;30816;0.003;0.006;0.455;1.592;0.320;0.111
105;288;0.028;0.006;0.500;1.741;0.117;0.105
105;688;0.003;0.006;1.228;1.520;0.070;0.226
105;1088;0.003;0.034;0.774;1.605;0.084;0.116
105;1488;0.014;0.088;0.680;1.273;0.100;0.140
105;1888;0.003;0.009;0.438;1.871;0.194;0.059
105;2288;0.004;0.006;0.494;1.891;0.357;0.099
105;2688;0.003;0.009;0.408;1.649;0.152;0.194
105;3088;0.004;0.006;0.556;1.619;0.099;0.128
105;3488;0.015;0.018;0.761;1.537;0.138;0.131
105;3888;0.003;0.007;0.504;1.506;0.062;0.282
105;4288;0.003;0.113;0.594;1.511;0.249;0.059
105;4688;0.003;0.007;0.693;2.028;0.157;0.111
105;5088;0.004;0.010;0.724;1.449;0.104;0.129
105;5488;0.015;0.079;0.675;1.741;0.055;0.251
105;5888;0.003;0.006;0.285;1.484;0.159;0.269
105;6288;0.004;0.013;0.484;1.853;0.151;0.175
105;6688;0.003;0.043;0.505;1.953;0.156;0.053
105;7088;0.003;0.069;0.290;1.742;0.446;0.037
105;7488;0.014;0.006;0.399;1.702;0.230;0.039
105;7888;0.003;0.008;0.595;1.833;0.159;0.143
105;8288;0.003;0.014;0.601;1.561;0.148;0.111
105;8688;0.003;0.026;0.910;1.772;0.048;0.329
105;9088;0.004;0.009;0.525;1.406;0.230;0.059
105;9488;0.012;0.009;0.267;1.771;0.350;0.043
105;9888;0.003;0.009;0.869;1.602;0.074;0.213
105;10288;0.003;0.012;0.820;1.628;0.068;0.175
105;10688;0.003;0.006;0.356;1.865;0.205;0.104
105;11088;0.003;0.010;0.469;1.590;0.239;0.086
105;11488;0.012;0.011;0.628;2.142;0.101;0.050
105;11888;0.003;0.008;0.392;1.458;0.264;0.065
105;12288;0.003;0.006;0.804;1.624;0.058;0.288
105;12688;0.003;0.046;0.862;1.613;0.060;0.153
105;13088;0.004;0.006;0.617;1.764;0.126;0.110
105;13488;0.022;0.075;0.427;1.546;0.230;0.096
105;13888;0.003;0.006;0.928;1.650;0.075;0.312
105;14288;0.003;0.029;0.351;1.581;0.377;0.046
105;14688;0.003;0.015;0.646;1.980;0.136;0.129
105;15088;0.003;0.010;0.526;2.383;0.121;0.080
105;15488;0.012;0.025;0.146;1.756;0.525;0.051
105;15888;0.003;0.007;0.394;1.331;0.195;0.257
105;16288;0.003;0.016;0.532;1.761;0.161;0.132
105;16688;0.003;0.007;0.706;1.748;0.105;0.171
105;17088;0.003;0.008;0.448;1.750;0.193;0.069
105;17488;0.016;0.031;0.483;1.673;0.160;0.101
105;17888;0.003;0.008;0.712;1.782;0.087;0.175
105;18288;0.003;0.007;0.318;1.938;0.352;0.056
105;18688;0.003;0.006;0.391;1.900;0.301;0.034
105;19088;0.003;0.012;0.333;1.626;0.267;0.089
105;19488;0.013;0.069;1.024;1.473;0.047;0.207
105;19888;0.004;0.007;0.437;1.566;0.144;0.231
105;20288;0.003;0.010;0.505;1.654;0.191;0.081
105;20688;0.003;0.008;0.607;1.722;0.290;0.337
105;21088;0.003;0.070;0.265;1.619;0.221;0.265
105;21488;0.012;0.008;0.283;1.696;0.303;0.180
105;21888;0.003;0.007;0.226;1.313;0.300;0.196
105;22288;0.003;0.009;0.298;1.520;0.238;0.233
105;22688;0.003;0.042;0.252;1.559;0.315;0.185
105;23088;0.004;0.007;0.307;1.780;0.238;0.220
105;23488;0.013;0.064;0.284;1.557;0.233;0.231
105;23888;0.003;0.008;0.365;1.613;0.186;0.242
105;24288;0.004;0.006;0.402;1.544;0.232;0.204
105;24688;0.004;0.011;0.307;1.752;0.269;0.044
105;25088;0.003;0.008;0.576;1.742;0.120;0.126
105;25488;0.014;0.095;0.466;1.655;0.132;0.153
105;25888;0.003;0.008;0.720;1.753;0.068;0.229
105;26288;0.003;0.006;0.382;1.699;0.351;0.376
105;26688;0.003;0.006;0.724;1.670;0.089;0.322
105;27088;0.004;0.010;0.282;1.616;0.310;0.029
105;27488;0.024;0.084;0.593;1.797;0.120;0.123
105;27888;0.003;0.007;0.529;1.659;0.129;0.165
105;28288;0.003;0.006;0.499;1.655;0.249;0.087
105;28688;0.003;0.008;0.157;1.551;0.390;0.090
105;29088;0.004;0.012;0.573;2.367;0.130;0.103
105;29488;0.015;0.061;0.739;2.075;0.092;0.198
105;29888;0.003;0.012;0.705;1.915;0.098;0.095
105;30288;0.004;0.006;0.465;1.564;0.217;0.127
105;30688;0.003;0.009;0.348;1.898;0.269;0.030
106;160;0.015;0.008;0.643;1.696;0.113;0.149
106;560;0.014;0.008;0.580;1.754;0.099;0.141
106;960;0.004;0.010;0.576;1.748;0.176;0.117
106;1360;0.004;0.025;0.650;1.831;0.079;0.235
106;1760;0.003;0.061;0.620;1.909;0.111;0.144
106;2160;0.004;0.007;0.725;1.525;0.076;0.221
106;2560;0.014;0.008;0.759;1.960;0.101;0.158
106;2960;0.003;0.011;0.496;1.997;0.208;0.110
106;3360;0.003;0.033;0.449;1.443;0.232;0.063
106;3760;0.003;0.013;0.639;1.621;0.163;0.071
106;4160;0.003;0.006;0.904;1.651;0.036;0.201
106;4560;0.014;0.006;0.677;1.768;0.065;0.155
106;4960;0.003;0.013;0.856;1.563;0.051;0.238
106;5360;0.003;0.041;0.645;1.865;0.093;0.228
106;5760;0.004;0.006;0.936;1.929;0.110;0.198
106;6160;0.004;0.007;0.509;1.804;0.062;0.126
106;6560;0.027;0.009;0.525;1.762;0.117;0.098
106;6960;0.003;0.007;0.289;1.738;0.280;0.050
106;7360;0.003;0.072;0.523;1.695;0.130;0.048
106;7760;0.004;0.009;0.963;1.786;0.069;0.131
106;8160;0.004;0.006;0.531;1.721;0.214;0.035
106;8560;0.015;0.016;0.415;1.809;0.259;0.059
106;8960;0.003;0.009;0.561;2.151;0.153;0.059
106;9360;0.003;0.008;0.505;2.022;0.183;0.077
106;9760;0.003;0.006;0.466;1.882;0.255;0.048
106;10160;0.003;0.083;0.476;1.896;0.158;0.114
106;10560;0.015;0.007;0.419;1.829;0.392;0.076
106;10960;0.003;0.008;0.397;1.427;0.335;0.056
106;11360;0.003;0.012;0.614;1.646;0.041;0.259
106;11760;0.003;0.114;0.688;1.529;0.048;0.333
106;12160;0.003;0.006;0.750;1.850;0.097;0.083
106;12560;0.013;0.008;0.604;1.557;0.105;0.103
106;12960;0.003;0.006;0.853;1.894;0.057;0.311
106;13360;0.003;0.020;0.616;1.657;0.065;0.132
106;13760;0.003;0.032;0.884;1.795;0.080;0.211
106;14160;0.003;0.013;0.553;1.768;0.194;0.084
106;14560;0.013;0.020;0.662;1.938;0.146;0.234
106;14960;0.003;0.006;0.589;1.745;0.093;0.071
106;15360;0.003;0.052;0.568;1.748;0.127;0.143
106;15760;0.003;0.010;0.620;1.433;0.132;0.156
106;16160;0.003;0.076;0.351;1.736;0.380;0.034
106;16560;0.013;0.009;0.671;1.522;0.098;0.160
106;16960;0.003;0.007;0.305;1.748;0.322;0.041
106;17360;0.003;0.008;1.036;1.574;0.051;0.276
106;17760;0.003;0.103;0.492;1.743;0.138;0.126
106;18160;0.004;0.012;0.332;1.778;0.229;0.050
106;18560;0.014;0.006;0.409;2.093;0.157;0.180
106;18960;0.003;0.010;0.417;1.518;0.374;0.043
106;19360;0.003;0.061;1.091;1.762;0.053;0.230
106;19760;0.004;0.006;0.518;1.639;0.134;0.072
106;20160;0.004;0.010;0.745;1.955;0.233;0.059
106;20560;0.013;0.010;0.572;1.721;0.218;0.060
106;20960;0.003;0.012;0.617;1.591;0.116;0.124
106;21360;0.004;0.006;0.321;1.552;0.261;0.083
106;21760;0.003;0.006;0.617;1.456;0.171;0.118
106;22160;0.004;0.006;0.555;1.798;0.150;0.282
106;22560;0.022;0.112;0.579;2.010;0.080;0.171
106;22960;0.003;0.006;0.634;1.869;0.080;0.150
106;23360;0.004;0.011;0.673;1.731;0.146;0.168
106;23760;0.004;0.009;0.340;1.976;0.213;0.226
106;24160;0.003;0.009;0.533;1.570;0.146;0.147
106;24560;0.013;0.015;0.422;1.767;0.293;0.044
106;24960;0.004;0.006;0.477;1.508;0.102;0.332
106;25360;0.004;0.008;1.004;2.139;0.063;0.260
106;25760;0.003;0.009;0.462;1.852;0.198;0.056
106;26160;0.003;0.012;0.372;1.699;0.227;0.054
106;26560;0.013;0.090;0.674;2.017;0.084;0.154
106;26960;0.004;0.006;1.101;1.633;0.066;0.257
106;27360;0.004;0.007;0.687;1.656;0.078;0.197
106;27760;0.004;0.008;0.925;1.591;0.050;0.261
106;28160;0.003;0.077;0.552;1.811;0.219;0.043
106;28560;0.015;0.008;0.685;1.620;0.093;0.194
106;28960;0.003;0.006;0.766;1.650;0.083;0.314
106;29360;0.003;0.011;0.488;1.565;0.243;0.060
106;29760;0.003;0.031;0.707;1.914;0.099;0.244
106;30160;0.003;0.006;0.465;1.938;0.223;0.075
106;30560;0.015;0.047;0.799;1.722;0.112;0.133
107;32;0.016;0.010;0.436;1.598;0.336;0.049
107;432;0.003;0.023;0.547;2.104;0.150;0.103
107;832;0.004;0.006;0.425;1.661;0.351;0.028
107;1232;0.003;0.081;1.004;1.933;0.054;0.337
107;1632;0.015;0.010;0.800;2.069;0.040;0.180
107;2032;0.003;0.006;0.714;1.804;0.105;0.120
107;2432;0.004;0.006;0.408;1.591;0.191;0.130
107;2832;0.003;0.008;0.342;1.755;0.273;0.069
107;3232;0.003;0.111;0.403;1.613;0.193;0.104
107;3632;0.012;0.014;0.502;1.871;0.180;0.120
107;4032;0.003;0.006;0.717;1.659;0.103;0.206
107;4432;0.003;0.010;0.606;1.585;0.077;0.234
107;4832;0.003;0.075;0.591;1.667;0.096;0.195
107;5232;0.004;0.006;0.432;1.630;0.232;0.077
107;5632;0.015;0.011;0.313;1.661;0.280;0.046
107;6032;0.004;0.006;0.566;1.694;0.097;0.193
107;6432;0.003;0.008;0.451;1.741;0.284;0.050
107;6832;0.003;0.007;0.430;1.803;0.249;0.081
107;7232;0.003;0.011;0.515;1.978;0.199;0.077
107;7632;0.014;0.010;0.457;1.704;0.200;0.059
107;8032;0.003;0.006;0.679;1.749;0.077;0.129
107;8432;0.003;0.008;0.334;1.601;0.302;0.049
107;8832;0.003;0.075;0.479;1.716;0.208;0.078
107;9232;0.003;0.006;0.551;1.723;0.159;0.118
107;9632;0.016;0.020;0.506;1.853;0.125;0.085
107;10032;0.003;0.007;0.746;2.047;0.040;0.274
107;10432;0.003;0.084;0.461;1.483;0.145;0.139
107;10832;0.004;0.006;0.555;1.690;0.155;0.054
107;11232;0.004;0.006;0.654;2.519;0.101;0.135
107;11632;0.014;0.027;0.991;2.099;0.064;0.312
107;12032;0.003;0.007;0.515;1.727;0.101;0.211
107;12432;0.004;0.008;0.554;1.526;0.133;0.253
107;12832;0.003;0.076;0.607;1.381;0.192;0.181
107;13232;0.003;0.011;0.532;1.798;0.131;0.062
107;13632;0.015;0.012;0.297;1.643;0.211;0.241
107;14032;0.003;0.007;0.331;1.716;0.217;0.143
107;14432;0.003;0.074;0.465;1.718;0.194;0.066
107;14832;0.004;0.008;0.831;1.507;0.086;0.291
107;15232;0.004;0.008;0.874;1.440;0.076;0.194
107;15632;0.024;0.015;0.550;1.623;0.185;0.082
107;16032;0.003;0.008;0.437;1.713;0.158;0.104
107;16432;0.004;0.058;0.322;1.708;0.286;0.041
107;16832;0.003;0.013;0.755;1.712;0.093;0.107
107;17232;0.003;0.007;0.648;1.743;0.101;0.144
107;17632;0.015;0.111;0.535;1.753;0.128;0.082
107;18032;0.003;0.006;0.483;1.748;0.293;0.042
107;18432;0.004;0.011;1.315;1.852;0.058;0.435
107;18832;0.004;0.006;0.442;1.836;0.202;0.079
107;19232;0.003;0.111;0.390;1.680;0.352;0.031
107;19632;0.014;0.007;0.304;1.480;0.227;0.246
107;20032;0.003;0.006;0.311;1.500;0.251;0.185
107;20432;0.003;0.011;0.341;1.671;0.289;0.123
107;20832;0.003;0.063;0.722;1.582;0.078;0.224
107;21232;0.003;0.022;0.570;1.635;0.124;0.109
107;21632;0.012;0.006;0.538;1.605;0.153;0.134
107;22032;0.003;0.006;0.423;1.566;0.259;0.028
107;22432;0.003;0.022;0.475;1.935;0.136;0.162
107;22832;0.003;0.091;0.418;1.739;0.208;0.091
107;23232;0.003;0.013;0.451;1.696;0.153;0.150
107;23632;0.014;0.006;0.900;1.630;0.037;0.199
107;24032;0.003;0.008;0.480;1.820;0.088;0.157
107;24432;0.003;0.007;0.685;1.908;0.099;0.133
107;24832;0.004;0.007;0.575;1.843;0.105;0.130
107;25232;0.003;0.006;0.334;1.833;0.416;0.034
107;25632;0.015;0.010;0.746;1.805;0.066;0.331
107;26032;0.003;0.011;0.408;1.754;0.279;0.039
107;26432;0.004;0.007;0.956;1.700;0.058;0.341
107;26832;0.004;0.009;0.428;1.935;0.255;0.183
107;27232;0.004;0.008;0.601;1.930;0.113;0.209
107;27632;0.013;0.073;0.440;1.664;0.126;0.139
107;28032;0.003;0.008;0.622;1.967;0.114;0.107
107;28432;0.003;0.008;0.455;1.513;0.216;0.106
107;28832;0.004;0.008;0.500;1.703;0.067;0.185
107;29232;0.004;0.008;0.474;1.581;0.415;0.036
107;29632;0.015;0.013;0.305;2.010;0.280;0.045
107;30032;0.012;0.010;0.642;1.956;0.118;0.195
107;30432;0.004;0.006;0.667;1.791;0.116;0.122
107;30832;0.003;0.006;0.635;1.954;0.096;0.203
108;304;0.016;0.010;0.583;1.756;0.131;0.159
108;704;0.015;0.006;0.602;1.772;0.139;0.143
108;1104;0.003;0.008;0.451;1.527;0.233;0.121
108;1504;0.003;0.069;0.474;1.644;0.154;0.131
108;1904;0.003;0.006;0.526;1.768;0.136;0.159
108;2304;0.003;0.009;0.486;1.844;0.192;0.090
108;2704;0.016;0.039;0.585;1.819;0.101;0.247
